Titulo,Año,Duracion,Genero,Clasificacion,Descripcion,Estrellas,votes,Tipo,duracion_num,genero_principal,duration_min,link
23:59,(2011),78 min,Horror,4.5,"An army recruit was found dead during a 24km road march. After the death of the recruit, strange things started to happen, haunting all the soldiers in the barracks.","['Gilbert Chan', '| ', '    Stars:', 'Tedd Chan, ', 'Stella Chung, ', 'Philip Hersh, ', 'Henley Hii']",988,Pelicula,78.0,Horror,78.0,https://image.tmdb.org/t/p/w500/sQGBK2mvw3x07MmwRR2J6fDADZ5.jpg
26 Years,(2012),135 min,"Crime, Drama, Thriller",6.3,"26 years ago, state troops were ordered to open fire on civilians in the city of Gwangju who were demonstrating as apart of a democratic movement. Thousands of civilians were killed. Now, a...                See full summary »","['Geun-hyun Cho', '| ', '    Stars:', 'Jin Goo, ', 'Hye-jin Han, ', 'Soo-bin Bae, ', 'Seul-ong Im']","1,256",Pelicula,135.0,Crime,135.0,https://upload.wikimedia.org/wikipedia/en/thumb/2/27/26_Years-poster.jpg/250px-26_Years-poster.jpg
2:22,(2008),104 min,"Crime, Drama, Thriller",5.1,"The plan was easy; the job was not. On a snowy night a tight crew of four criminals plan to pull off a routine heist. When things go horribly wrong, friendship, loyalty and trust are pushed to the limit.","['Phillip Guzman', '| ', '    Stars:', 'Mick Rossi, ', 'Robert Miano, ', 'Aaron Gallagher, ', 'Jorge A. Jimenez']","1,431",Pelicula,104.0,Crime,104.0,https://image.tmdb.org/t/p/w500/w9Yd4lzYyFpzscvmFJKMPaUHPZq.jpg
2gether,(2020),50 min,"Comedy, Drama, Romance",7.7,"A student named Tine wants to get rid of a gay admirer. His friends recommend getting a pretend boyfriend, Sarawat, who plays hard to get until he finally agrees. The two become close and intense emotions soon erupted.","['Vachirawit Chivaaree, ', 'Metawin Opas-Iamkajorn, ', 'Chinnarat Siriphongchawalit, ', 'Sivakorn Lertchoochot']","3,556",Pelicula,50.0,Comedy,50.0,https://image.tmdb.org/t/p/w500/jN23niTiMgfWbKjoEPmFvbdC722.jpg
3 Dara 2,(2018),89 min,"Comedy, Drama, Fantasy",6.6,"Three years after they experiencing an identity crisis, the life of three men, Affandi (Tora Sudiro), Jay (Adipati Dolken), and Richard's (Tanta Ginting), seems happy. However, they repeat the same mistake: belittling women.","['Monty Tiwa', '| ', '    Stars:', 'Tora Sudiro, ', 'Adipati Dolken, ', 'Tanta Ginting, ', 'Cut Mini Theo']",34,Pelicula,89.0,Comedy,89.0,https://image.tmdb.org/t/p/w500/5Ou0RXd6klTrqDnVjahFOaw15uD.jpg
3 Geezers!,(2013),81 min,Comedy,3.3,"Follow actor J Kimball as he researches what it's like to be old for a role in an upcoming movie. When he meets the residents at The Coconuts convalescent home, he quickly discovers that ...                See full summary »","['Michelle Schumacher', '| ', '    Stars:', 'J.K. Simmons, ', 'Tim Allen, ', 'Scott Caan, ', 'Basil Hoffman']",769,Pelicula,81.0,Comedy,81.0,https://upload.wikimedia.org/wikipedia/en/thumb/e/e6/Geezers%21.jpg/250px-Geezers%21.jpg
3 Türken & ein Baby,(2015),95 min,Comedy,5.4,"The Yildiz brothers - Celal, Sami and Mesut - still live under one roof - despite their differences. The family bridal shop is doing really badly and they each yearn for a different life: ...                See full summary »","['Sinan Akkus', '| ', '    Stars:', 'Kida Khodr Ramadan, ', 'Eko Fresh, ', 'Kostja Ullmann, ', 'Sabrina Klüber']","1,776",Pelicula,95.0,Comedy,95.0,https://upload.wikimedia.org/wikipedia/en/thumb/4/41/3_Turken_und_ein_Baby_poster.jpg/250px-3_Turken_und_ein_Baby_poster.jpg
3%,(2016–2020),49 min,"Action, Drama, Sci-Fi",7.3,"A post-apocalyptic thriller set in near-future Brazil, where a select few are allowed to join a privileged society after undergoing an intense and competitive process.","['Bianca Comparato, ', 'Vaneza Oliveira, ', 'Rodolfo Valente, ', 'Zezé Motta']","25,700",Serie,49.0,Action,49.0,https://upload.wikimedia.org/wikipedia/en/thumb/9/93/3%25_title_card.png/250px-3%25_title_card.png
300,(2006),117 min,"Action, Drama",7.6,King Leonidas of Sparta and a force of 300 men fight the Persians at Thermopylae in 480 B.C.,"['Zack Snyder', '| ', '    Stars:', 'Gerard Butler, ', 'Lena Headey, ', 'David Wenham, ', 'Dominic West']","815,351",Pelicula,117.0,Action,117.0,https://image.tmdb.org/t/p/w500/h7Lcio0c9ohxPhSZg42eTlKIVVY.jpg
300: Rise of an Empire,(2014),102 min,"Action, Drama",6.2,"Greek general Themistocles of Athens leads the naval charge against invading Persian forces led by mortal-turned-god Xerxes and Artemisia, vengeful commander of the Persian navy.","['Noam Murro', '| ', '    Stars:', 'Sullivan Stapleton, ', 'Eva Green, ', 'Lena Headey, ', 'Hans Matheson']","300,895",Pelicula,102.0,Action,102.0,https://upload.wikimedia.org/wikipedia/en/thumb/9/91/300_Rise_of_an_Empire.jpg/250px-300_Rise_of_an_Empire.jpg
365 Days,(2020),114 min,"Drama, Romance",3.3,"Massimo is a member of the Sicilian Mafia family and Laura is a sales director. She does not expect that on a trip to Sicily trying to save her relationship, Massimo will kidnap her and give her 365 days to fall in love with him.","['Barbara Bialowas, ', 'Tomasz Mandes', '| ', '    Stars:', 'Anna-Maria Sieklucka, ', 'Michele Morrone, ', 'Bronislaw Wroclawski, ', 'Otar Saralidze']","89,071",Serie,114.0,Drama,114.0,https://image.tmdb.org/t/p/w500/AoFyZGDgfrQuH8ptYb41KVnTjJp.jpg
365 Days: This Day,(2022),111 min,"Drama, Romance",2.6,Laura and Massimo are back and stronger than ever. But Massimo's family ties and a mysterious man bidding for Laura's heart complicate the lovers' lives.,"['Barbara Bialowas, ', 'Tomasz Mandes', '| ', '    Stars:', 'Anna-Maria Sieklucka, ', 'Michele Morrone, ', 'Simone Susinna, ', 'Magdalena Lamparska']","19,357",Serie,111.0,Drama,111.0,https://upload.wikimedia.org/wikipedia/en/thumb/d/da/365_Days_This_Day_poster.png/250px-365_Days_This_Day_poster.png
37 Seconds,(2019),115 min,Drama,7.4,"Yuma is a young Japanese woman who suffers from cerebral palsy. Torn between her obligations towards her family and her dream to become a manga artist, she struggles to lead a self-determined life.","['Hikari', '| ', '    Stars:', 'Makiko Watanabe, ', 'Nanami Kawakami, ', 'Kiyohiko Shibukawa, ', 'Yuka Itaya']","2,795",Pelicula,115.0,Drama,115.0,https://upload.wikimedia.org/wikipedia/en/b/b5/37_Seconds.jpg
3Below: Tales of Arcadia,(2018–2019),22 min,"Animation, Action, Adventure",8.4,"With General Morando searching for Gaylen's Core, Aja and Krel must travel into their parents' subconscious to learn the core's location first.","['Rodrigo Blaas', '| ', '    Stars:', 'Tatiana Maslany, ', 'Diego Luna, ', 'Nick Offerman, ', 'Glenn Close']",168,Serie,22.0,Animation,22.0,https://upload.wikimedia.org/wikipedia/en/3/33/3Below.png
3rd Rock from the Sun,(1996–2001),60 min,"Comedy, Family, Sci-Fi",7.8,"A group of aliens are sent to Earth, disguised as a human family, to experience and report life on the third planet from the sun.","['John Lithgow, ', 'Jane Curtin, ', 'Kristen Johnston, ', 'French Stewart']","52,455",Serie,60.0,Comedy,60.0,https://upload.wikimedia.org/wikipedia/en/thumb/d/de/3rd_Rock_from_the_Sun_%28Carsey-Warner_sitcom%29_logo.svg/250px-3rd_Rock_from_the_Sun_%28Carsey-Warner_sitcom%29_logo.svg.png
4 Moons,(2014),110 min,"Drama, Romance",7.4,Four stories of love and disgust between men of different generations facing their conflicts and their fears,"['Sergio Tovar Velarde', '| ', '    Stars:', 'Antonio Velázquez, ', 'Alejandro de la Madrid, ', 'Cesar Ramos, ', 'Gustavo Egelhaaf']","4,477",Pelicula,110.0,Drama,110.0,https://image.tmdb.org/t/p/w500/sWghW1P3SkB2p0nVjRqqjRy2f0F.jpg
40 Years Young,(2022),81 min,Comedy,4.4,"After turning 40, César is invited to a culinary contest in Cancún, but a bitter discovery threatens to destroy his family as well as his chances to win the competition.","['Pietro Loprieno', '| ', '    Stars:', 'Erick Elias, ', 'Gaby Espino, ', 'Adal Ramones, ', 'Antonio Fortier']",510,Serie,81.0,Comedy,81.0,https://image.tmdb.org/t/p/w500/xARmbhKwPFc1oMkcis0pAHFBMdX.jpg
42 Days of Darkness,(2022– ),45 min,"Crime, Drama, Mystery",6.5,"In a town in Chile, a woman leads a frantic search to find her missing sister amid a media storm and the police investigation. Inspired by a true case.","['Claudia Di Girólamo, ', 'Aline Küppenheim, ', 'Alejandro Goic, ', 'Juan Carlos Maldonado']","1,200",Serie,45.0,Crime,45.0,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg
44 Cats,(2018– ),13 min,"Animation, Adventure, Comedy",6.0,"44 Cats is a preschool comedy series that follows the daily adventures of four cats named Lampo, Milady, Pilou, and Meatball. All of them are part of a music band called 'The Buffycats'.","['Judith Cabral, ', 'Sarah Natochenny, ', 'Keira Johnson, ', 'Joy Salaretti']",290,Serie,13.0,Animation,13.0,https://upload.wikimedia.org/wikipedia/en/thumb/7/7e/44_Cats_title.png/250px-44_Cats_title.png
45 rpm,(2019),50 min,"Drama, Music",7.2,The birth of a music label and three characters fighting for their dreams inside the complex inside the music industry.,"['Carlos Cuevas, ', 'Guiomar Puerta, ', 'Iván Marcos, ', 'Israel Elejalde']",521,Pelicula,50.0,Drama,50.0,https://image.tmdb.org/t/p/w500/6n8r1qYuk0VZ9HJw4bt457oEDTo.jpg
46 Yok Olan,(2016),60 min,"Action, Crime, Drama",8.2,A genetic professor wants to save his sister from a long-time coma by using a medicine he has just discovered. But this discovery changes his life in an unexpected way.,"['Erdal Besikçioglu, ', 'Yasemin Kay Allen, ', 'Melis Birkan, ', 'Saygin Soysal']","4,365",Pelicula,60.0,Action,60.0,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg
4L,(2019),105 min,"Comedy, Drama",5.9,"Tocho, Jean Pierre and Ely travel from Spain to Mali to meet Ely's dying father for the last time.","['Gerardo Olivares', '| ', '    Stars:', 'Jean Reno, ', 'Hovik Keuchkerian, ', 'Susana Abaitua, ', 'Juan Dos Santos']","3,305",Serie,105.0,Comedy,105.0,https://image.tmdb.org/t/p/w500/kIlDNXet5PUfV17wPyLp3KAg6lU.jpg
50M2,(2021),45 min,"Comedy, Drama, Thriller",6.9,"After being betrayed by his boss, a hitman hides out in a vacant tailor shop, where he's mistaken for the late owner's son, an identity he decides to embrace.","['Engin Öztürk, ', 'Kürsat Alniaçik, ', 'Cengiz Bozkurt, ', 'Aybüke Pusat']","5,746",Serie,45.0,Comedy,45.0,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg
6 Balloons,(2018),74 min,Drama,5.9,A woman (Jacobson) learns her brother (Franco) has relapsed on heroin.,"['Marja-Lewis Ryan', '| ', '    Stars:', 'Abbi Jacobson, ', 'Dave Franco, ', 'Charlotte Carel, ', 'Madeline Carel']","4,205",Serie,74.0,Drama,74.0,https://upload.wikimedia.org/wikipedia/en/3/3d/6_Balloons_poster.jpg
6 Below: Miracle on the Mountain,(2017),98 min,"Biography, Drama, Sport",5.7,"An adrenaline seeking snowboarder gets lost in a massive winter storm in the back country of the High Sierras where he is pushed to the limits of human endurance and forced to battle his own personal demons as he fights for survival....""","['Scott Waugh', '| ', '    Stars:', 'Josh Hartnett, ', 'Mira Sorvino, ', 'Sarah Dumont, ', 'Kale Culley']","7,648",Pelicula,98.0,Biography,98.0,https://upload.wikimedia.org/wikipedia/en/thumb/d/db/6BelowPoster.jpg/250px-6BelowPoster.jpg
6 Days,(I) (2017),94 min,"Action, Drama, History",6.2,"Based on the Iranian Embassy siege of 1980, this action-thriller dramatizes a six-day standoff between armed Iranian Arabs and SAS soldiers ready for a counterattack.","['Toa Fraser', '| ', '    Stars:', 'Jamie Bell, ', 'Mark Strong, ', 'Abbie Cornish, ', 'Martin Shaw']","22,128",Pelicula,94.0,Action,94.0,https://image.tmdb.org/t/p/w500/hz3gpUqya5QSZmW7ewvlonw3BAm.jpg
6 Underground,(2019),128 min,"Action, Thriller",6.1,"Six individuals from all around the globe, each the very best at what they do, have been chosen not only for their skill, but for a unique desire to delete their pasts to change the future.","['Michael Bay', '| ', '    Stars:', 'Ryan Reynolds, ', 'Mélanie Laurent, ', 'Manuel Garcia-Rulfo, ', 'Ben Hardy']","174,852",Pelicula,128.0,Action,128.0,https://image.tmdb.org/t/p/w500/ug4XukdNLwD9Ygyw4V0L5DjoNAp.jpg
6 Years,(2015),79 min,"Drama, Romance",5.5,"A young couple, bound by a seemingly ideal love, begin to unravel as unexpected opportunities spin them down a volatile and violent path and threaten the future they had always imagined.","['Hannah Fidell', '| ', '    Stars:', 'Taissa Farmiga, ', 'Ben Rosenfield, ', 'Lindsay Burdge, ', 'Joshua Leonard']","12,684",Pelicula,79.0,Drama,79.0,https://upload.wikimedia.org/wikipedia/en/f/f8/6_Years_poster.jpg
6-5=2,(2014),104 min,Horror,4.4,"Six friends decide to undertake a gruelling mountain trek, only to find that the difficulties in store for them are not merely physical. They experience strange and unusual incidents which put their lives at risk.","['Bharat Jain', '| ', '    Stars:', 'Prashantt Guptha, ', 'Gaurav Paswala, ', 'Gaurav Kothari, ', 'Disha Kapoor']",205,Pelicula,104.0,Horror,104.0,https://upload.wikimedia.org/wikipedia/en/9/99/Sixminusfiveposter.jpg
7 Chinese Brothers,(2015),76 min,Comedy,5.6,"Sharing a small apartment with his sleepy French bulldog, an unmotivated thirty-something slacker lands a job at a Quick Lube to be close to the shop's beautiful manager. Has he found a new purpose in life? Is there still hope?","['Bob Byington', '| ', '    Stars:', 'Jason Schwartzman, ', 'Olympia Dukakis, ', 'Tunde Adebimpe, ', 'Eleanore Pienta']","1,565",Pelicula,76.0,Comedy,76.0,https://upload.wikimedia.org/wikipedia/en/thumb/7/72/7_Chinese_Brothers_Poster.jpg/250px-7_Chinese_Brothers_Poster.jpg
7 Days Out,(2018– ),48 min,Documentary,6.8,A series that documents behind the scenes of some of the largest events in the world.,"['Karl Lagerfeld, ', 'Julie Webster, ', 'Matthew Haag, ', 'Emmy']",561,Serie,48.0,Documentary,48.0,https://upload.wikimedia.org/wikipedia/en/c/cf/7_days_out.jpg
7 Guardians of the Tomb,(2018),90 min,"Action, Adventure, Horror",4.4,"An innocent discovery of a well-preserved mummified Chinese Emperor from 200 B.C. unearths a two-thousand-year-old nightmare, a secret that should have remained buried.","['Kimble Rendall', '| ', '    Stars:', 'Bingbing Li, ', 'Kellan Lutz, ', 'Kelsey Grammer, ', 'Chun Wu']","4,239",Serie,90.0,Action,90.0,https://image.tmdb.org/t/p/w500/ifZEyQ62JnMOfsXEp29WDpSQDAE.jpg
7 Hari 24 Jam,(2014),97 min,"Drama, Romance",7.0,"Two busy and successful couple barely have time for each other and their daughter. But when both of them collapse, they share the same room in the hospital. Now together 24/7, they can spend the quality time they never really had before.","['Fajar Nugros', '| ', '    Stars:', 'Lukman Sardi, ', 'Dian Sastrowardoyo, ', 'Henky Solaiman, ', 'Verdi Solaiman']",98,Pelicula,97.0,Drama,97.0,https://image.tmdb.org/t/p/w500/2xvQiZZ1uh9d7hCPxpdKMeaVseQ.jpg
7 Prisoners,(2021),93 min,"Crime, Drama",7.1,"To provide a better life for his family in the country, 18-year-old Mateus accepts a job in a junkyard in São Paulo for his new boss, Luca, but becomes trapped in the dangerous world of human trafficking.","['Alexandre Moratto', '| ', '    Stars:', 'Christian Malheiros, ', 'Rodrigo Santoro, ', 'Lucas Oranmian, ', 'Vitor Julian']","7,244",Pelicula,93.0,Crime,93.0,https://upload.wikimedia.org/wikipedia/en/thumb/c/c0/7_Prisoners_poster.jpg/250px-7_Prisoners_poster.jpg
7 Years,(2016),77 min,Drama,6.7,Four friends face an agonizing decision. One must go to prison. The other three must make the sacrifice worthwhile.,"['Roger Gual', '| ', '    Stars:', 'Juana Acosta, ', 'Alex Brendemühl, ', 'Paco León, ', 'Manuel Morón']","4,997",Pelicula,77.0,Drama,77.0,https://image.tmdb.org/t/p/w500/4QO3I6xiaGTtbH0pzNGJOIEwiA1.jpg
71st Golden Globe Awards,(2014 TV Special),87 min,News,7.2,The Hollywood Foreign Press Association's 71 annual event honoring excellence in film and television.,"['Louis J. Horvitz', '| ', '    Stars:', 'Tina Fey, ', 'Amy Poehler, ', 'Jennifer Lawrence, ', 'Jacqueline Bisset']",912,Pelicula,,News,87.0,https://upload.wikimedia.org/wikipedia/en/d/dd/71st_Golden_Globe_Awards.png
72 Dangerous Animals - Asia,(2018– ),45 min,Documentary,6.5,"From fangs to claws to venomous stings, they all wield deadly weapons. But which creature will be crowned the fiercest of all?","['Bob Brisbane, ', 'Bryan Grieg Fry, ', 'Romulus Whitaker, ', 'Jonathan Young']",561,Serie,,Documentary,45.0,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg
72 Dangerous Animals: Latin America,(2017),75 min,Documentary,6.6,"Powerful cats, indestructible arachnids and flesh-melting pit vipers are just the beginning in this series about Latin America's deadliest creatures.","['Bob Brisbane, ', 'Vidal Haddad Jr., ', 'Justin Schmidt, ', 'Rui Seabra Ferreira Jr.']",592,Pelicula,,Documentary,75.0,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg
7:19,(2016),94 min,"Drama, History",5.8,Based on true events about the earthquake of Mexico in 1985 who claimed the lives of more than 40.000 people.,"['Jorge Michel Grau', '| ', '    Stars:', 'Carmen Beato, ', 'Demián Bichir, ', 'Héctor Bonilla, ', 'Octavio Michel']",656,Serie,94.0,Drama,94.0,https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/7-19_poster.jpg/250px-7-19_poster.jpg
7Seeds,(2019–2020),31 min,"Animation, Action, Adventure",7.8,Hana and her companions discover a massive underground shelter. They find a survivor's diary and learn the cruel fate of those who took refuge there.,"['Ryan Anthony, ', 'Bryson Baugus, ', 'Clint Bickham, ', 'Sam Butler']",46,Serie,31.0,Animation,31.0,https://upload.wikimedia.org/wikipedia/en/2/2b/7_Seeds_vol1.jpg
7th & Union,(2021),93 min,"Drama, Sport",5.8,"Raymundo, a Mexican ex-fighter forms an unlikely bond with a disgruntled man, whose life and relationship with his daughter are unraveling. The two men join forces to win a fight that could...                See full summary »","['Anthony Nardolillo', '| ', '    Stars:', 'Edy Ganem, ', 'Erinn Westbrook, ', 'Angelo Pagán, ', 'Isaac Ordonez']",90,Pelicula,93.0,Drama,93.0,https://image.tmdb.org/t/p/w500/9Hvwhy48AjyDkTJ6rvuDqaeJ62J.jpg
800 Meters,(2022),156 min,"Documentary, Crime",7.0,"On Aug. 17, 2017, Spain suffers two terrorist attacks perpetrated by young people integrated into Spanish society. How could something like this happen?","['Austen Moret, ', 'Sílvia Aranda, ', 'Robert Manrique, ', 'Javier Martínez']",631,Serie,156.0,Documentary,156.0,https://upload.wikimedia.org/wikipedia/en/thumb/5/50/800_Meters.jpg/250px-800_Meters.jpg
